Sat Jun 6 17:11:51 CEST 2020: trainworld ---
DATA: 396425 x 16
VQ  ncen=2	ite=0	dist=0.999389	inc=100%
VQ  ncen=2	ite=1	dist=0.789416	inc=21.0102%
VQ  ncen=2	ite=2	dist=0.769325	inc=2.54502%
VQ  ncen=2	ite=3	dist=0.764273	inc=0.656637%
VQ  ncen=2	ite=4	dist=0.762058	inc=0.289853%
VQ  ncen=2	ite=5	dist=0.761072	inc=0.129376%
VQ  ncen=2	ite=6	dist=0.760646	inc=0.0559965%
VQ  ncen=4	ite=0	dist=0.759819	inc=100%
VQ  ncen=4	ite=1	dist=0.672976	inc=11.4295%
VQ  ncen=4	ite=2	dist=0.643595	inc=4.36576%
VQ  ncen=4	ite=3	dist=0.625683	inc=2.78321%
VQ  ncen=4	ite=4	dist=0.613077	inc=2.01478%
VQ  ncen=4	ite=5	dist=0.60204	inc=1.80024%
VQ  ncen=4	ite=6	dist=0.594676	inc=1.22308%
VQ  ncen=4	ite=7	dist=0.590634	inc=0.679752%
VQ  ncen=4	ite=8	dist=0.588665	inc=0.333418%
VQ  ncen=4	ite=9	dist=0.587706	inc=0.162918%
VQ  ncen=4	ite=10	dist=0.587267	inc=0.0746851%
VQ  ncen=8	ite=0	dist=0.586353	inc=100%
VQ  ncen=8	ite=1	dist=0.514567	inc=12.2427%
VQ  ncen=8	ite=2	dist=0.496834	inc=3.44623%
VQ  ncen=8	ite=3	dist=0.489889	inc=1.39777%
VQ  ncen=8	ite=4	dist=0.486383	inc=0.715782%
VQ  ncen=8	ite=5	dist=0.484584	inc=0.369822%
VQ  ncen=8	ite=6	dist=0.483529	inc=0.217707%
VQ  ncen=8	ite=7	dist=0.482837	inc=0.143098%
VQ  ncen=8	ite=8	dist=0.482294	inc=0.112417%
VQ  ncen=8	ite=9	dist=0.481828	inc=0.0967243%
VQ  ncen=16	ite=0	dist=0.480676	inc=100%
VQ  ncen=16	ite=1	dist=0.417738	inc=13.0936%
VQ  ncen=16	ite=2	dist=0.398506	inc=4.60395%
VQ  ncen=16	ite=3	dist=0.391571	inc=1.74014%
VQ  ncen=16	ite=4	dist=0.388575	inc=0.765365%
VQ  ncen=16	ite=5	dist=0.386797	inc=0.457464%
VQ  ncen=16	ite=6	dist=0.385408	inc=0.358979%
VQ  ncen=16	ite=7	dist=0.384214	inc=0.30984%
VQ  ncen=16	ite=8	dist=0.383124	inc=0.283779%
VQ  ncen=16	ite=9	dist=0.382198	inc=0.24178%
VQ  ncen=16	ite=10	dist=0.381392	inc=0.210668%
VQ  ncen=16	ite=11	dist=0.38069	inc=0.184147%
VQ  ncen=16	ite=12	dist=0.380042	inc=0.170152%
VQ  ncen=16	ite=13	dist=0.379471	inc=0.150407%
VQ  ncen=16	ite=14	dist=0.37896	inc=0.134533%
VQ  ncen=16	ite=15	dist=0.378514	inc=0.117806%
VQ  ncen=16	ite=16	dist=0.378122	inc=0.103442%
VQ  ncen=16	ite=17	dist=0.377761	inc=0.0954469%
VQ  ncen=25	ite=0	dist=0.377075	inc=100%
VQ  ncen=25	ite=1	dist=0.351818	inc=6.69829%
VQ  ncen=25	ite=2	dist=0.343654	inc=2.32052%
VQ  ncen=25	ite=3	dist=0.339883	inc=1.09719%
VQ  ncen=25	ite=4	dist=0.337807	inc=0.610833%
VQ  ncen=25	ite=5	dist=0.336551	inc=0.371904%
VQ  ncen=25	ite=6	dist=0.335738	inc=0.2415%
VQ  ncen=25	ite=7	dist=0.335182	inc=0.165514%
VQ  ncen=25	ite=8	dist=0.334752	inc=0.128392%
VQ  ncen=25	ite=9	dist=0.334414	inc=0.101011%
VQ  ncen=25	ite=10	dist=0.334136	inc=0.0831294%
GMM nmix=25	ite=0	log(prob)=-8.1701	inc=1e+34
GMM nmix=25	ite=1	log(prob)=-7.9904	inc=0.179705
GMM nmix=25	ite=2	log(prob)=-7.86037	inc=0.130027
GMM nmix=25	ite=3	log(prob)=-7.72661	inc=0.133762
GMM nmix=25	ite=4	log(prob)=-7.60037	inc=0.126243
GMM nmix=25	ite=5	log(prob)=-7.51478	inc=0.0855889
GMM nmix=25	ite=6	log(prob)=-7.46517	inc=0.0496101
GMM nmix=25	ite=7	log(prob)=-7.43328	inc=0.0318918
GMM nmix=25	ite=8	log(prob)=-7.40998	inc=0.0233002
GMM nmix=25	ite=9	log(prob)=-7.39121	inc=0.0187664
GMM nmix=25	ite=10	log(prob)=-7.37568	inc=0.0155287
GMM nmix=25	ite=11	log(prob)=-7.36343	inc=0.0122542
GMM nmix=25	ite=12	log(prob)=-7.35448	inc=0.00894356
GMM nmix=25	ite=13	log(prob)=-7.34771	inc=0.0067749
GMM nmix=25	ite=14	log(prob)=-7.34281	inc=0.00490046
GMM nmix=25	ite=15	log(prob)=-7.33886	inc=0.00394487
GMM nmix=25	ite=16	log(prob)=-7.33562	inc=0.00324535
GMM nmix=25	ite=17	log(prob)=-7.33261	inc=0.00300503
GMM nmix=25	ite=18	log(prob)=-7.33003	inc=0.0025816
GMM nmix=25	ite=19	log(prob)=-7.32758	inc=0.00244999
GMM nmix=25	ite=20	log(prob)=-7.32511	inc=0.00246716
GMM nmix=25	ite=21	log(prob)=-7.32291	inc=0.00220633
GMM nmix=25	ite=22	log(prob)=-7.32075	inc=0.00215816
GMM nmix=25	ite=23	log(prob)=-7.31872	inc=0.0020318
GMM nmix=25	ite=24	log(prob)=-7.31673	inc=0.00199223
GMM nmix=25	ite=25	log(prob)=-7.31479	inc=0.00193548
GMM nmix=25	ite=26	log(prob)=-7.31276	inc=0.00203276
GMM nmix=25	ite=27	log(prob)=-7.31079	inc=0.00196218
GMM nmix=25	ite=28	log(prob)=-7.30891	inc=0.00188065
GMM nmix=25	ite=29	log(prob)=-7.30712	inc=0.00179195
GMM nmix=25	ite=30	log(prob)=-7.30533	inc=0.0017972
GMM nmix=25	ite=31	log(prob)=-7.3037	inc=0.00162649
GMM nmix=25	ite=32	log(prob)=-7.30205	inc=0.00164652
GMM nmix=25	ite=33	log(prob)=-7.30047	inc=0.00158405
GMM nmix=25	ite=34	log(prob)=-7.29884	inc=0.00163078
GMM nmix=25	ite=35	log(prob)=-7.29711	inc=0.00172615
GMM nmix=25	ite=36	log(prob)=-7.29568	inc=0.00143003
GMM nmix=25	ite=37	log(prob)=-7.29403	inc=0.00165176
GMM nmix=25	ite=38	log(prob)=-7.29246	inc=0.0015645
GMM nmix=25	ite=39	log(prob)=-7.29093	inc=0.00153589
GMM nmix=25	ite=40	log(prob)=-7.28927	inc=0.0016551
GMM nmix=25	ite=41	log(prob)=-7.28768	inc=0.0015974
GMM nmix=25	ite=42	log(prob)=-7.28611	inc=0.00156212
GMM nmix=25	ite=43	log(prob)=-7.28461	inc=0.00149965
GMM nmix=25	ite=44	log(prob)=-7.28303	inc=0.0015893
GMM nmix=25	ite=45	log(prob)=-7.28146	inc=0.00156736
GMM nmix=25	ite=46	log(prob)=-7.27981	inc=0.00164509
GMM nmix=25	ite=47	log(prob)=-7.27842	inc=0.0013938
GMM nmix=25	ite=48	log(prob)=-7.2769	inc=0.00152349
GMM nmix=25	ite=49	log(prob)=-7.27546	inc=0.0014348
Sat Jun 6 17:13:33 CEST 2020: verify ---
BLOCK00/SES002/SA002S12	SES002	1.69639	-4.79344	-6.48983
BLOCK00/SES002/SA002S13	SES002	2.02739	-6.01171	-8.0391
BLOCK00/SES002/SA002S23	SES002	1.15228	-5.98218	-7.13447
BLOCK00/SES002/SA002S26	SES002	0.837649	-8.21883	-9.05648
BLOCK00/SES002/SA002S28	SES002	0.724234	-7.72048	-8.44471
BLOCK00/SES007/SA007S14	SES007	1.73105	-4.78073	-6.51178
BLOCK00/SES007/SA007S15	SES007	1.61971	-5.72557	-7.34528
BLOCK00/SES007/SA007S24	SES007	1.34825	-5.19389	-6.54215
BLOCK00/SES007/SA007S27	SES007	0.661762	-7.48585	-8.14761
BLOCK00/SES007/SA007S29	SES007	1.16911	-5.06082	-6.22993
BLOCK00/SES008/SA008S11	SES008	1.88552	-3.88873	-5.77425
BLOCK00/SES008/SA008S12	SES008	0.754287	-4.62151	-5.3758
BLOCK00/SES008/SA008S19	SES008	2.22522	-3.97998	-6.2052
BLOCK00/SES008/SA008S22	SES008	1.33069	-5.39511	-6.7258
BLOCK00/SES008/SA008S29	SES008	2.28852	-3.08957	-5.37809
BLOCK01/SES014/SA014S10	SES014	1.44141	-5.22359	-6.665
BLOCK01/SES014/SA014S12	SES014	1.72155	-5.18512	-6.90667
BLOCK01/SES014/SA014S24	SES014	1.64003	-5.62747	-7.2675
BLOCK01/SES014/SA014S26	SES014	2.30646	-5.8001	-8.10656
BLOCK01/SES014/SA014S28	SES014	3.00492	-2.93238	-5.9373
BLOCK01/SES016/SA016S12	SES016	0.830156	-8.68398	-9.51413
BLOCK01/SES016/SA016S13	SES016	1.80796	-6.16981	-7.97776
BLOCK01/SES016/SA016S22	SES016	1.53523	-6.07432	-7.60955
BLOCK01/SES016/SA016S25	SES016	1.75647	-4.05579	-5.81226
BLOCK01/SES016/SA016S27	SES016	2.10512	-6.65121	-8.75633
BLOCK01/SES019/SA019S13	SES019	2.98591	-5.06962	-8.05553
BLOCK01/SES019/SA019S14	SES019	1.56242	-6.3139	-7.87632
BLOCK01/SES019/SA019S22	SES019	2.93945	-4.1406	-7.08005
BLOCK01/SES019/SA019S25	SES019	1.9817	-5.97148	-7.95318
BLOCK01/SES019/SA019S29	SES019	3.38558	-6.27788	-9.66346
BLOCK02/SES029/SA029S11	SES029	1.9462	-4.58792	-6.53411
BLOCK02/SES029/SA029S12	SES029	0.644536	-6.06573	-6.71026
BLOCK02/SES029/SA029S20	SES029	1.42866	-4.18785	-5.61651
BLOCK02/SES029/SA029S25	SES029	0.713529	-6.41039	-7.12392
BLOCK02/SES029/SA029S28	SES029	0.632202	-5.89157	-6.52377
BLOCK04/SES042/SA042S12	SES042	2.55566	-4.94743	-7.50309
BLOCK04/SES042/SA042S15	SES042	2.46607	-5.56078	-8.02685
BLOCK04/SES042/SA042S22	SES042	3.63388	-7.57307	-11.207
BLOCK04/SES042/SA042S25	SES042	1.86022	-8.2316	-10.0918
BLOCK04/SES042/SA042S27	SES042	2.69449	-7.23091	-9.92539
BLOCK04/SES048/SA048S11	SES048	1.6702	-4.20231	-5.87251
BLOCK04/SES048/SA048S12	SES048	1.18939	-6.27178	-7.46117
BLOCK04/SES048/SA048S20	SES048	1.00776	-5.54233	-6.55009
BLOCK04/SES048/SA048S23	SES048	1.72255	-4.3737	-6.09625
BLOCK04/SES048/SA048S27	SES048	0.736322	-6.12886	-6.86518
BLOCK06/SES060/SA060S11	SES060	2.26711	-5.56539	-7.8325
BLOCK06/SES060/SA060S12	SES060	1.07724	-8.47296	-9.55021
BLOCK06/SES060/SA060S22	SES060	-0.393351	-8.75422	-8.36087
BLOCK06/SES060/SA060S24	SES060	1.33067	-4.23325	-5.56392
BLOCK06/SES060/SA060S28	SES060	1.93763	-3.30978	-5.24741
BLOCK06/SES062/SA062S10	SES062	1.221	-5.5365	-6.7575
BLOCK06/SES062/SA062S11	SES062	1.70874	-7.38258	-9.09133
BLOCK06/SES062/SA062S21	SES062	1.06794	-3.42718	-4.49511
BLOCK06/SES062/SA062S26	SES062	1.52239	-5.37389	-6.89628
BLOCK06/SES062/SA062S29	SES062	2.14015	-3.73115	-5.8713
BLOCK06/SES068/SA068S14	SES068	0.959019	-5.69445	-6.65347
BLOCK06/SES068/SA068S15	SES068	2.15452	-5.01016	-7.16468
BLOCK06/SES068/SA068S23	SES068	0.862195	-6.072	-6.93419
BLOCK06/SES068/SA068S27	SES068	2.37674	-4.67795	-7.05468
BLOCK06/SES068/SA068S29	SES068	1.40251	-5.96076	-7.36327
BLOCK08/SES082/SA082S12	SES082	0.0607562	-6.98134	-7.0421
BLOCK08/SES082/SA082S14	SES082	0.724291	-6.03101	-6.7553
BLOCK08/SES082/SA082S21	SES082	0.528944	-5.81694	-6.34589
BLOCK08/SES082/SA082S24	SES082	0.680405	-7.01874	-7.69915
BLOCK08/SES082/SA082S28	SES082	0.834774	-6.419	-7.25377
BLOCK08/SES083/SA083S14	SES083	0.718938	-5.03894	-5.75788
BLOCK08/SES083/SA083S15	SES083	1.20681	-5.98003	-7.18684
BLOCK08/SES083/SA083S24	SES083	0.83226	-6.21189	-7.04415
